Summary,Description,Priority,Status,Reporter,Assignee,Request type,Issue Type,Categoría,Date Created,Comment,Comment,Comment,Comment,Comment,Comment
quais documentos são aceitos pra verificação,"vou fazer minha verificação de identidade hoje, queria saber quais documentos voces aceitam antes de tentar",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Verificação de identidade,18/Feb/25 12:39 AM,"18/Feb/25 8:47 AM;maxyjulio18@gmail.com;Olá! Aceitamos RG, CNH ou passaporte válido, junto com uma selfie segurando o documento para confirmação. O documento precisa estar legível e dentro da validade.","18/Feb/25 9:50 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8;perfeito, vou usar minha CNH entao. obrigado",,,,
conta bloqueada por varias tentativas de login erradas,"minha conta foi bloqueada, acho que errei a senha varias vezes sem querer tentando lembrar. preciso urgente acessar",Highest,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b12e56d5-73d2-49e3-b5e3-60b23bef9f3b,maxi220julio@gmail.com,Tokenia App,Service Request,Acesso e autenticação,27/Sep/25 1:20 AM,"27/Sep/25 1:49 AM;maxi220julio@gmail.com;Olá! Confirmamos que sua conta foi bloqueada automaticamente por segurança após múltiplas tentativas de login incorretas. Para desbloquear, vou te enviar um link de redefinição de senha agora mesmo.","27/Sep/25 3:16 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b12e56d5-73d2-49e3-b5e3-60b23bef9f3b;recebi, ja troquei a senha",27/Sep/25 3:30 AM;maxi220julio@gmail.com;Ótimo! Já removemos o bloqueio da sua conta. Você já consegue acessar normalmente com a nova senha.,"27/Sep/25 4:52 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b12e56d5-73d2-49e3-b5e3-60b23bef9f3b;consegui entrar, muito obrigado pela rapidez",,
erro ao tentar vender solana,toda vez que tento vender minha solana da uma mensagem de erro generico e a operação não vai pra frente,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ab026cd4-acd4-434b-90e5-109ffdddfa44,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Operações de compra/venda cripto,9/Nov/24 8:05 PM,9/Nov/24 10:45 PM;maximilianojavierjulio@gmail.com;Olá! Pode me informar o horário aproximado em que tentou realizar a operação e o valor de SOL que estava tentando vender?,"9/Nov/24 11:31 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ab026cd4-acd4-434b-90e5-109ffdddfa44;foi por volta das 15h, tentei vender uns 5 SOL","9/Nov/24 11:43 PM;maximilianojavierjulio@gmail.com;Identificamos uma instabilidade pontual no mercado de SOL nesse horário, já normalizada. Pode tentar novamente agora?","10/Nov/24 12:17 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ab026cd4-acd4-434b-90e5-109ffdddfa44;tentei de novo e funcionou dessa vez, valeu",,
quero cancelar uma compra programada recorrente,"configurei uma compra recorrente semanal de bitcoin mas mudei de ideia, como cancelo?",Low,Canceled,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9e1ed28d-2f8a-4bda-a163-752da5ee08d8,maxi220julio@gmail.com,Tokenia Web,Service Request,Operações de compra/venda cripto,20/Apr/25 10:06 PM,22/Apr/25 6:49 PM;maxi220julio@gmail.com;Olá! Localizei sua compra recorrente configurada e já realizamos o cancelamento para você. Nenhuma nova cobrança será feita a partir de agora.,"22/Apr/25 7:34 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9e1ed28d-2f8a-4bda-a163-752da5ee08d8;perfeito, era só isso mesmo. obrigado",,,,
taxa de conversão de reais pra dolares muito diferente do mercado,"fui converter reais pra usdt e a cotação mostrada estava bem diferente do dolar comercial que vi em outros sites, isso ta certo?",High,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxi220julio@gmail.com,Tokenia Web,Service Request,Operações de compra/venda fiat,11/Feb/26 7:14 PM,"11/Feb/26 8:08 PM;maxi220julio@gmail.com;Olá! A cotação exibida na plataforma reflete o preço de mercado das criptomoedas no momento, que pode variar levemente em relação ao câmbio comercial tradicional, já que USDT segue o mercado de criptoativos e não o câmbio bancário direto.","11/Feb/26 9:07 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;ah entendi, pensei que era atrelado direto ao dolar comercial","11/Feb/26 10:26 PM;maxi220julio@gmail.com;É uma dúvida comum! O USDT busca acompanhar o valor do dólar, mas pequenas variações no mercado cripto são normais ao longo do dia.","11/Feb/26 11:22 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;entendi agora, obrigado pela explicação",,
TED que fiz não foi processado,"fiz uma TED de R$3000 pra minha conta na Tokenia ontem a tarde e até agora não caiu, meu banco confirma que foi enviada",Medium,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67,maxyjulio18@gmail.com,Tokenia Web,Service Request,Operações de compra/venda fiat,20/Jul/24 5:20 AM,20/Jul/24 8:40 AM;maxyjulio18@gmail.com;Olá! TEDs enviadas após determinado horário costumam ser processadas apenas no próximo dia útil bancário. Poderia me confirmar o horário exato do envio para verificarmos junto ao nosso setor financeiro?,20/Jul/24 9:05 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67;enviei por volta das 16h30 de ontem,"20/Jul/24 10:04 AM;maxyjulio18@gmail.com;Obrigado pela informação. Esse horário já está fora do prazo de compensação do dia, então o crédito deve ocorrer ainda hoje. Estamos acompanhando o processamento e te avisamos assim que confirmado.",,,
posso sacar via PIX pra conta de outra pessoa,"queria saber se posso fazer um saque via PIX direto pra conta bancaria de outra pessoa, tipo um familiar",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maxi220julio@gmail.com,Tokenia Web,Service Request,Depósitos e saques,26/Feb/26 2:09 AM,"26/Feb/26 5:21 AM;maxi220julio@gmail.com;Olá! Por questões de segurança e prevenção à lavagem de dinheiro, os saques via PIX só podem ser feitos para uma chave cadastrada no seu próprio CPF, com a mesma titularidade da conta na Tokenia.","26/Feb/26 6:00 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;ah entendi, faz sentido. vou sacar pra minha propria conta entao","26/Feb/26 7:27 AM;maxi220julio@gmail.com;Perfeito! Qualquer dúvida na hora de fazer o saque, estamos à disposição.",,,
pediram verificação de origem dos fundos pra um saque grande,"tentei sacar um valor alto de reais e apareceu uma solicitação pra comprovar a origem do dinheiro, nao sei o que enviar",High,Waiting for Customer,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7,maxi220julio@gmail.com,Tokenia Web,Service Request,Depósitos e saques,1/Nov/24 4:32 PM,"1/Nov/24 4:57 PM;maxi220julio@gmail.com;Olá! Para saques de valores mais elevados, solicitamos comprovação da origem dos fundos como medida de conformidade regulatória. Você pode enviar um extrato bancário recente ou comprovante de renda que justifique o valor movimentado.","1/Nov/24 5:24 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7;entendi, vou providenciar o extrato e envio em breve",,,,
quero trocar o email cadastrado na conta,"nao tenho mais acesso ao email que usei pra me cadastrar, preciso trocar pro meu email novo",High,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a0ee7d5-029c-4a08-a42f-b06768b64927,maxyjulio18@gmail.com,Tokenia Email,General request,Segurança da conta,28/Apr/26 3:02 PM,"28/Apr/26 3:57 PM;maxyjulio18@gmail.com;Olá! Por segurança, a troca de e-mail cadastrado exige uma verificação adicional de identidade. Vou te enviar um formulário específico para essa solicitação — leva em torno de 24 a 48 horas para ser processada.","28/Apr/26 5:09 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a0ee7d5-029c-4a08-a42f-b06768b64927;tudo bem, vou preencher agora","28/Apr/26 5:14 PM;maxyjulio18@gmail.com;Perfeito, assim que recebermos vamos validar e confirmar a troca por aqui mesmo.",,,
gerei endereço da rede errada pra depositar,"acho que gerei um endereço de deposito na rede errada, queria depositar USDT via TRC20 mas nao sei se peguei o endereço certo",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:cf6bd68c-2cf4-4fa6-93ba-fc96a0e57143,maxi220julio@gmail.com,Portal Tokenia,Service Request,Carteira e endereços,21/Aug/24 6:43 PM,"21/Aug/24 8:16 PM;maxi220julio@gmail.com;Olá! Antes de fazer o depósito, é importante confirmar: cada rede (TRC20, ERC20, BEP20) tem um endereço diferente dentro da plataforma. Você já verificou na tela de depósito qual rede está selecionada?","21/Aug/24 9:33 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:cf6bd68c-2cf4-4fa6-93ba-fc96a0e57143;agora que vi, tava selecionado ERC20 sem eu perceber",21/Aug/24 9:48 PM;maxi220julio@gmail.com;Ainda bem que percebeu antes de enviar! Basta trocar a seleção para TRC20 na tela de depósito para gerar o endereço correto dessa rede.,"21/Aug/24 10:03 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:cf6bd68c-2cf4-4fa6-93ba-fc96a0e57143;troquei e peguei o endereço certo agora, obrigado por avisar",,
enviei USDT pela rede errada e não apareceu,"enviei USDT via rede ERC20 pra um endereço que era da rede TRC20 aqui da Tokenia, o valor saiu da minha carteira externa mas nunca chegou",Highest,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b12e56d5-73d2-49e3-b5e3-60b23bef9f3b,maxyjulio18@gmail.com,Tokenia App,Service Request,Carteira e endereços,16/Sep/24 10:46 AM,"16/Sep/24 11:02 AM;maxyjulio18@gmail.com;Olá, entendo a gravidade da situação. Envios entre redes incompatíveis geralmente não são reconhecidos automaticamente pela blockchain de destino, mas em alguns casos é possível uma recuperação manual. Vou escalar seu caso para nosso time técnico especializado analisar a transação.","16/Sep/24 11:34 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b12e56d5-73d2-49e3-b5e3-60b23bef9f3b;por favor, é um valor bem significativo pra mim",16/Sep/24 12:48 PM;maxyjulio18@gmail.com;Compreendo totalmente. Poderia me enviar o hash (TxID) da transação enviada e o endereço de destino utilizado? Nosso time vai analisar com prioridade se a recuperação é possível.,"16/Sep/24 1:18 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b12e56d5-73d2-49e3-b5e3-60b23bef9f3b;claro, te mando os dados agora mesmo",,
Tokenia é regulamentada no Brasil,antes de investir mais queria saber se a Tokenia tem algum tipo de regulamentação ou registro no Brasil,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:98550bc5-9bb9-469f-b7d4-4756a5f09e88,maximilianojavierjulio@gmail.com,Tokenia Email,General request,Informações e dúvidas gerais,10/Jan/26 1:33 PM,"10/Jan/26 5:15 PM;maximilianojavierjulio@gmail.com;Olá! A Tokenia opera seguindo as normas aplicáveis do mercado de ativos digitais nas jurisdições em que atua, incluindo o Brasil. Recomendamos consultar nossa página de Termos de Uso para mais detalhes sobre nossa estrutura regulatória.","10/Jan/26 5:28 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:98550bc5-9bb9-469f-b7d4-4756a5f09e88;beleza, vou dar uma olhada la. obrigado",,,,
qual a taxa de saque em reais via PIX,queria saber se tem alguma taxa cobrada quando eu saco reais via PIX pra minha conta bancaria,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9c34e718-8ff6-4bf1-b378-04f3dfd6d4b6,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Tarifas e comissões,6/Feb/25 2:17 AM,6/Feb/25 12:18 PM;maximilianojavierjulio@gmail.com;Olá! Saques via PIX não possuem taxa cobrada pela Tokenia. O valor solicitado é transferido integralmente para sua conta bancária cadastrada.,"6/Feb/25 12:52 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9c34e718-8ff6-4bf1-b378-04f3dfd6d4b6;que bom, nao sabia que era gratuito. obrigado",,,,
parei de receber notificações push do app,"de uns dias pra ca parei de receber notificação quando minha ordem executa, antes chegava normal",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2,maxyjulio18@gmail.com,Tokenia Email,General request,Problemas técnicos do app/site,19/Jun/24 1:45 AM,19/Jun/24 2:56 AM;maxyjulio18@gmail.com;Olá! Isso pode acontecer quando as permissões de notificação do app foram desativadas no celular após uma atualização do sistema. Você pode conferir nas configurações do seu aparelho se as notificações do app da Tokenia estão permitidas?,"19/Jun/24 4:10 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2;olhei aqui e realmente tava desativado, ativei de novo",19/Jun/24 4:31 AM;maxyjulio18@gmail.com;Perfeito! A partir de agora as notificações devem voltar a chegar normalmente.,"19/Jun/24 5:49 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:bc0cf60c-4d7c-44c5-b1c0-9ddfc9a18eb2;recebi uma agora ha pouco, funcionou. obrigado",,
extrato de operações não atualiza corretamente,"fiz varias operações hoje mas no extrato só aparecem as de ontem, os valores mais recentes não estão sendo exibidos",High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b7a06e76-4e6b-48b6-a6c2-1f5297504226,maxyjulio18@gmail.com,Tokenia Web,Service Request,Problemas técnicos do app/site,23/Nov/25 8:17 AM,"23/Nov/25 8:36 AM;maxyjulio18@gmail.com;Olá, obrigado por reportar. Identificamos uma instabilidade pontual na atualização do extrato para alguns usuários e nosso time técnico já está trabalhando na correção. Suas operações mais recentes foram processadas normalmente, apenas a exibição está com atraso.","23/Nov/25 9:35 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b7a06e76-4e6b-48b6-a6c2-1f5297504226;que bom que o dinheiro nao sumiu pelo menos, fico no aguardo entao",,,,
não recebo o codigo de verificação por email,"toda vez que tento entrar pede um codigo que chega por email, mas o email nunca chega, ja tentei varias vezes",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Acesso e autenticação,2/May/25 5:50 AM,2/May/25 9:36 AM;maxyjulio18@gmail.com;Olá! Pode verificar se o e-mail não está sendo bloqueado pelo seu provedor ou caindo na pasta de spam? Também é importante confirmar se o e-mail cadastrado está correto e sem erros de digitação.,"2/May/25 10:56 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;olhei o spam e não tinha nada, mas o email cadastrado ta certo sim",2/May/25 11:55 AM;maxyjulio18@gmail.com;Entendido. Vamos reenviar manualmente o código agora pelo nosso sistema — pode levar alguns minutos a mais que o normal para chegar.,"2/May/25 12:04 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;chegou agora, obrigado pela paciência",,
como troco a senha da minha conta,queria trocar minha senha por segurança mas não sei achar essa opção no app,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maxyjulio18@gmail.com,Tokenia App,Service Request,Acesso e autenticação,25/Apr/26 1:00 AM,25/Apr/26 6:10 AM;maxyjulio18@gmail.com;Olá! Você pode trocar sua senha em Configurações > Segurança > Alterar senha. Vai pedir sua senha atual e depois a nova senha desejada.,"25/Apr/26 7:24 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;achei, era só isso mesmo. obrigada",,,,
preço executado foi diferente do que eu vi na hora de confirmar,"quando fui confirmar a compra de bitcoin o preço mudou pro valor final, achei estranho essa diferença",High,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67,maxi220julio@gmail.com,Tokenia Email,General request,Operações de compra/venda cripto,11/Mar/24 2:17 AM,"11/Mar/24 2:39 AM;maxi220julio@gmail.com;Olá! Isso pode acontecer porque o preço de criptomoedas se atualiza em tempo real, e entre a tela de confirmação e o clique final pode haver uma pequena variação de mercado, principalmente em momentos de maior volatilidade.","11/Mar/24 3:19 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67;ah entendi, achei que era erro do sistema","11/Mar/24 3:43 AM;maxi220julio@gmail.com;Não é um erro, é o comportamento normal do mercado. Costuma ser uma diferença bem pequena na maioria dos casos.","11/Mar/24 4:15 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67;entendi, valeu pela explicação",,
como faço pra ver o historico de todas minhas operações,"queria ver todas as compras e vendas que ja fiz desde que abri minha conta, onde encontro isso",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7,maxyjulio18@gmail.com,Tokenia Web,Service Request,Operações de compra/venda cripto,29/Jul/24 5:50 AM,"29/Jul/24 7:23 AM;maxyjulio18@gmail.com;Olá! Você encontra o histórico completo na seção 'Atividade' do app, com filtros por tipo de operação e período. Lá aparecem compras, vendas, depósitos e saques.","29/Jul/24 7:33 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7;achei, muito bom. obrigado",,,,
posso comprar cripto direto com cartão de credito,"vi em outros exchanges que da pra comprar com cartão de credito direto, aqui na Tokenia tem essa opção?",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f,maxyjulio18@gmail.com,Tokenia Web,Service Request,Operações de compra/venda fiat,1/Jul/24 9:53 AM,"1/Jul/24 3:31 PM;maxyjulio18@gmail.com;Olá! No momento, a Tokenia não oferece compra direta com cartão de crédito. As formas de depósito disponíveis são PIX, TED e transferência bancária, que depois podem ser usadas para comprar criptomoedas dentro da plataforma.","1/Jul/24 4:22 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:eb9cbe24-105c-40ed-844a-c2c2ea40c29f;ah que pena, mas tudo bem, vou usar PIX entao","1/Jul/24 5:40 PM;maxyjulio18@gmail.com;Ótima escolha, o PIX costuma ser o meio mais rápido para depositar!",,,
vendi cripto e o valor em reais não caiu no saldo,vendi 200 dolares em USDT e o valor em reais deveria ter caido no meu saldo mas continua zerado,High,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Operações de compra/venda fiat,18/Feb/25 12:39 AM,18/Feb/25 2:10 AM;maxyjulio18@gmail.com;Olá! Verificamos aqui e sua venda foi processada com sucesso. Pode ser que o saldo em reais esteja em uma outra aba dentro da carteira. Você pode conferir na seção 'Saldo em reais' separada da carteira cripto?,"18/Feb/25 3:13 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8;achei! tava numa aba separada mesmo, nao tinha visto",18/Feb/25 4:39 AM;maxyjulio18@gmail.com;Que bom que encontrou! Esse saldo já fica disponível para saque ou para novas compras.,"18/Feb/25 5:30 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:7c253ab9-2d35-4a94-8bdc-a3901c3156f8;perfeito, obrigado pela ajuda",,
qual o valor minimo pra depositar via PIX,queria saber se tem um valor minimo pra fazer deposito via PIX na plataforma,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a99a275-7ced-4af7-bae8-9d134b24be3e,maxi220julio@gmail.com,Tokenia App,Service Request,Depósitos e saques,19/Apr/25 5:39 PM,"19/Apr/25 10:43 PM;maxi220julio@gmail.com;Olá! O valor mínimo para depósito via PIX é de R$10. Não há valor máximo por operação, mas os limites diários da sua conta continuam se aplicando normalmente.","20/Apr/25 12:09 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a99a275-7ced-4af7-bae8-9d134b24be3e;entendi, obrigado pela informação",,,,
